"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM02C4","Highest Temperature","201302","2013M02","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201302","2013M02","003","Valentia Observatory","Degrees C","12"
"MTM02C4","Highest Temperature","201302","2013M02","004","Casement","Degrees C","13.2"
"MTM02C4","Highest Temperature","201302","2013M02","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201302","2013M02","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201302","2013M02","007","Cork airport","Degrees C","12.2"
"MTM02C4","Highest Temperature","201302","2013M02","008","Dublin airport","Degrees C","13"
"MTM02C4","Highest Temperature","201302","2013M02","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201302","2013M02","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201302","2013M02","011","Malin head","Degrees C","12.5"
"MTM02C4","Highest Temperature","201302","2013M02","012","Mullingar","Degrees C","10.7"
"MTM02C4","Highest Temperature","201302","2013M02","013","Roches Point","Degrees C","12.3"
"MTM02C4","Highest Temperature","201302","2013M02","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201302","2013M02","015","Shannon airport","Degrees C","12"
"MTM02C4","Highest Temperature","201303","2013M03","001","Belmullet","Degrees C","11.2"
"MTM02C4","Highest Temperature","201303","2013M03","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201303","2013M03","003","Valentia Observatory","Degrees C","13.7"
"MTM02C4","Highest Temperature","201303","2013M03","004","Casement","Degrees C","11.7"
"MTM02C4","Highest Temperature","201303","2013M03","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201303","2013M03","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201303","2013M03","007","Cork airport","Degrees C","10.4"
"MTM02C4","Highest Temperature","201303","2013M03","008","Dublin airport","Degrees C","9.9"
"MTM02C4","Highest Temperature","201303","2013M03","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201303","2013M03","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201303","2013M03","011","Malin head","Degrees C","8.9"
"MTM02C4","Highest Temperature","201303","2013M03","012","Mullingar","Degrees C","11.5"
"MTM02C4","Highest Temperature","201303","2013M03","013","Roches Point","Degrees C","10.4"
"MTM02C4","Highest Temperature","201303","2013M03","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201303","2013M03","015","Shannon airport","Degrees C","14.2"
"MTM02C4","Highest Temperature","201304","2013M04","001","Belmullet","Degrees C","14"
"MTM02C4","Highest Temperature","201304","2013M04","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201304","2013M04","003","Valentia Observatory","Degrees C","14.1"
"MTM02C4","Highest Temperature","201304","2013M04","004","Casement","Degrees C","16.2"
"MTM02C4","Highest Temperature","201304","2013M04","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201304","2013M04","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201304","2013M04","007","Cork airport","Degrees C","17.9"
"MTM02C4","Highest Temperature","201304","2013M04","008","Dublin airport","Degrees C","16.6"
"MTM02C4","Highest Temperature","201304","2013M04","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201304","2013M04","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201304","2013M04","011","Malin head","Degrees C","15.6"
"MTM02C4","Highest Temperature","201304","2013M04","012","Mullingar","Degrees C","15.4"
"MTM02C4","Highest Temperature","201304","2013M04","013","Roches Point","Degrees C","17.8"
"MTM02C4","Highest Temperature","201304","2013M04","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201304","2013M04","015","Shannon airport","Degrees C","15.9"
"MTM02C4","Highest Temperature","201305","2013M05","001","Belmullet","Degrees C","16.2"
"MTM02C4","Highest Temperature","201305","2013M05","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201305","2013M05","003","Valentia Observatory","Degrees C","15"
"MTM02C4","Highest Temperature","201305","2013M05","004","Casement","Degrees C","19.8"
"MTM02C4","Highest Temperature","201305","2013M05","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201305","2013M05","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201305","2013M05","007","Cork airport","Degrees C","19.4"
"MTM02C4","Highest Temperature","201305","2013M05","008","Dublin airport","Degrees C","19.6"
"MTM02C4","Highest Temperature","201305","2013M05","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201305","2013M05","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201305","2013M05","011","Malin head","Degrees C","18.6"
"MTM02C4","Highest Temperature","201305","2013M05","012","Mullingar","Degrees C","19.7"
"MTM02C4","Highest Temperature","201305","2013M05","013","Roches Point","Degrees C","19.4"
"MTM02C4","Highest Temperature","201305","2013M05","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201305","2013M05","015","Shannon airport","Degrees C","20.1"
"MTM02C4","Highest Temperature","201306","2013M06","001","Belmullet","Degrees C","22.3"
"MTM02C4","Highest Temperature","201306","2013M06","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201306","2013M06","003","Valentia Observatory","Degrees C","22.9"
"MTM02C4","Highest Temperature","201306","2013M06","004","Casement","Degrees C","22.3"
"MTM02C4","Highest Temperature","201306","2013M06","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201306","2013M06","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201306","2013M06","007","Cork airport","Degrees C","22.4"
"MTM02C4","Highest Temperature","201306","2013M06","008","Dublin airport","Degrees C","22.2"
"MTM02C4","Highest Temperature","201306","2013M06","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201306","2013M06","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201306","2013M06","011","Malin head","Degrees C","21.2"
"MTM02C4","Highest Temperature","201306","2013M06","012","Mullingar","Degrees C","22.9"
"MTM02C4","Highest Temperature","201306","2013M06","013","Roches Point","Degrees C","22"
"MTM02C4","Highest Temperature","201306","2013M06","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201306","2013M06","015","Shannon airport","Degrees C","24.6"
"MTM02C4","Highest Temperature","201307","2013M07","001","Belmullet","Degrees C","27.8"
"MTM02C4","Highest Temperature","201307","2013M07","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201307","2013M07","003","Valentia Observatory","Degrees C","27.6"
"MTM02C4","Highest Temperature","201307","2013M07","004","Casement","Degrees C","28.5"
"MTM02C4","Highest Temperature","201307","2013M07","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201307","2013M07","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201307","2013M07","007","Cork airport","Degrees C","26"
"MTM02C4","Highest Temperature","201307","2013M07","008","Dublin airport","Degrees C","26.2"
"MTM02C4","Highest Temperature","201307","2013M07","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201307","2013M07","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201307","2013M07","011","Malin head","Degrees C","22.6"
"MTM02C4","Highest Temperature","201307","2013M07","012","Mullingar","Degrees C","28.3"
"MTM02C4","Highest Temperature","201307","2013M07","013","Roches Point","Degrees C","12.3"
"MTM02C4","Highest Temperature","201307","2013M07","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201307","2013M07","015","Shannon airport","Degrees C","29.5"
"MTM02C4","Highest Temperature","201308","2013M08","001","Belmullet","Degrees C","22.4"
"MTM02C4","Highest Temperature","201308","2013M08","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201308","2013M08","003","Valentia Observatory","Degrees C","20.2"
"MTM02C4","Highest Temperature","201308","2013M08","004","Casement","Degrees C","23.6"
"MTM02C4","Highest Temperature","201308","2013M08","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201308","2013M08","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201308","2013M08","007","Cork airport","Degrees C","21.5"
"MTM02C4","Highest Temperature","201308","2013M08","008","Dublin airport","Degrees C","22.9"
"MTM02C4","Highest Temperature","201308","2013M08","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201308","2013M08","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201308","2013M08","011","Malin head","Degrees C","21.9"
"MTM02C4","Highest Temperature","201308","2013M08","012","Mullingar","Degrees C","21.9"
"MTM02C4","Highest Temperature","201308","2013M08","013","Roches Point","Degrees C","22"
"MTM02C4","Highest Temperature","201308","2013M08","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201308","2013M08","015","Shannon airport","Degrees C","21.7"
"MTM02C4","Highest Temperature","201309","2013M09","001","Belmullet","Degrees C","23.4"
"MTM02C4","Highest Temperature","201309","2013M09","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201309","2013M09","003","Valentia Observatory","Degrees C","23"
"MTM02C4","Highest Temperature","201309","2013M09","004","Casement","Degrees C","23.1"
"MTM02C4","Highest Temperature","201309","2013M09","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201309","2013M09","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201309","2013M09","007","Cork airport","Degrees C","21.9"
"MTM02C4","Highest Temperature","201309","2013M09","008","Dublin airport","Degrees C","23.3"
"MTM02C4","Highest Temperature","201309","2013M09","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201309","2013M09","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201309","2013M09","011","Malin head","Degrees C","21"
"MTM02C4","Highest Temperature","201309","2013M09","012","Mullingar","Degrees C","22.5"
"MTM02C4","Highest Temperature","201309","2013M09","013","Roches Point","Degrees C","20.6"
"MTM02C4","Highest Temperature","201309","2013M09","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201309","2013M09","015","Shannon airport","Degrees C","23.2"
"MTM02C4","Highest Temperature","201310","2013M10","001","Belmullet","Degrees C","21"
"MTM02C4","Highest Temperature","201310","2013M10","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201310","2013M10","003","Valentia Observatory","Degrees C","19"
"MTM02C4","Highest Temperature","201310","2013M10","004","Casement","Degrees C","20.2"
"MTM02C4","Highest Temperature","201310","2013M10","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201310","2013M10","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201310","2013M10","007","Cork airport","Degrees C","17.5"
"MTM02C4","Highest Temperature","201310","2013M10","008","Dublin airport","Degrees C","19.4"
"MTM02C4","Highest Temperature","201310","2013M10","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201310","2013M10","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201310","2013M10","011","Malin head","Degrees C","19.3"
"MTM02C4","Highest Temperature","201310","2013M10","012","Mullingar","Degrees C","20.2"
"MTM02C4","Highest Temperature","201310","2013M10","013","Roches Point","Degrees C","17.7"
"MTM02C4","Highest Temperature","201310","2013M10","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201310","2013M10","015","Shannon airport","Degrees C","20.3"
"MTM02C4","Highest Temperature","201311","2013M11","001","Belmullet","Degrees C","13"
"MTM02C4","Highest Temperature","201311","2013M11","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201311","2013M11","003","Valentia Observatory","Degrees C","13.9"
"MTM02C4","Highest Temperature","201311","2013M11","004","Casement","Degrees C","13.7"
"MTM02C4","Highest Temperature","201311","2013M11","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201311","2013M11","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201311","2013M11","007","Cork airport","Degrees C","14.6"
"MTM02C4","Highest Temperature","201311","2013M11","008","Dublin airport","Degrees C","13.9"
"MTM02C4","Highest Temperature","201311","2013M11","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201311","2013M11","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201311","2013M11","011","Malin head","Degrees C","12.4"
"MTM02C4","Highest Temperature","201311","2013M11","012","Mullingar","Degrees C","13.2"
"MTM02C4","Highest Temperature","201311","2013M11","013","Roches Point","Degrees C","13.2"
"MTM02C4","Highest Temperature","201311","2013M11","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201311","2013M11","015","Shannon airport","Degrees C","13.4"
"MTM02C4","Highest Temperature","201312","2013M12","001","Belmullet","Degrees C","13.8"
"MTM02C4","Highest Temperature","201312","2013M12","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201312","2013M12","003","Valentia Observatory","Degrees C","13.6"
"MTM02C4","Highest Temperature","201312","2013M12","004","Casement","Degrees C","14.4"
"MTM02C4","Highest Temperature","201312","2013M12","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201312","2013M12","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201312","2013M12","007","Cork airport","Degrees C","12"
"MTM02C4","Highest Temperature","201312","2013M12","008","Dublin airport","Degrees C","15"
"MTM02C4","Highest Temperature","201312","2013M12","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201312","2013M12","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201312","2013M12","011","Malin head","Degrees C","15.3"
"MTM02C4","Highest Temperature","201312","2013M12","012","Mullingar","Degrees C","14"
"MTM02C4","Highest Temperature","201312","2013M12","013","Roches Point","Degrees C","12"
"MTM02C4","Highest Temperature","201312","2013M12","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201312","2013M12","015","Shannon airport","Degrees C","15"
"MTM02C4","Highest Temperature","201401","2014M01","001","Belmullet","Degrees C","11.3"
"MTM02C4","Highest Temperature","201401","2014M01","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201401","2014M01","003","Valentia Observatory","Degrees C","12.8"
"MTM02C4","Highest Temperature","201401","2014M01","004","Casement","Degrees C","12.1"
"MTM02C4","Highest Temperature","201401","2014M01","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201401","2014M01","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201401","2014M01","007","Cork airport","Degrees C","12.3"
"MTM02C4","Highest Temperature","201401","2014M01","008","Dublin airport","Degrees C","12.9"
"MTM02C4","Highest Temperature","201401","2014M01","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201401","2014M01","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201401","2014M01","011","Malin head","Degrees C","10.4"
"MTM02C4","Highest Temperature","201401","2014M01","012","Mullingar","Degrees C","11.4"
"MTM02C4","Highest Temperature","201401","2014M01","013","Roches Point","Degrees C","13"
"MTM02C4","Highest Temperature","201401","2014M01","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201401","2014M01","015","Shannon airport","Degrees C","13.4"
"MTM02C4","Highest Temperature","201402","2014M02","001","Belmullet","Degrees C","11.4"
"MTM02C4","Highest Temperature","201402","2014M02","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201402","2014M02","003","Valentia Observatory","Degrees C","11.1"
"MTM02C4","Highest Temperature","201402","2014M02","004","Casement","Degrees C","12.1"
"MTM02C4","Highest Temperature","201402","2014M02","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201402","2014M02","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201402","2014M02","007","Cork airport","Degrees C","10.6"
"MTM02C4","Highest Temperature","201402","2014M02","008","Dublin airport","Degrees C","12"
"MTM02C4","Highest Temperature","201402","2014M02","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201402","2014M02","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201402","2014M02","011","Malin head","Degrees C","11"
"MTM02C4","Highest Temperature","201402","2014M02","012","Mullingar","Degrees C","10.7"
"MTM02C4","Highest Temperature","201402","2014M02","013","Roches Point","Degrees C","10.1"
"MTM02C4","Highest Temperature","201402","2014M02","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201402","2014M02","015","Shannon airport","Degrees C","11.5"
"MTM02C4","Highest Temperature","201403","2014M03","001","Belmullet","Degrees C","15.8"
"MTM02C4","Highest Temperature","201403","2014M03","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201403","2014M03","003","Valentia Observatory","Degrees C","13.5"
"MTM02C4","Highest Temperature","201403","2014M03","004","Casement","Degrees C","15"
"MTM02C4","Highest Temperature","201403","2014M03","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201403","2014M03","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201403","2014M03","007","Cork airport","Degrees C","14.8"
"MTM02C4","Highest Temperature","201403","2014M03","008","Dublin airport","Degrees C","15.4"
"MTM02C4","Highest Temperature","201403","2014M03","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201403","2014M03","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201403","2014M03","011","Malin head","Degrees C","14.2"
"MTM02C4","Highest Temperature","201403","2014M03","012","Mullingar","Degrees C","14.8"
"MTM02C4","Highest Temperature","201403","2014M03","013","Roches Point","Degrees C","14.4"
"MTM02C4","Highest Temperature","201403","2014M03","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201403","2014M03","015","Shannon airport","Degrees C","15.1"
"MTM02C4","Highest Temperature","201404","2014M04","001","Belmullet","Degrees C","18.4"
"MTM02C4","Highest Temperature","201404","2014M04","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201404","2014M04","003","Valentia Observatory","Degrees C","16.3"
"MTM02C4","Highest Temperature","201404","2014M04","004","Casement","Degrees C","16.7"
"MTM02C4","Highest Temperature","201404","2014M04","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201404","2014M04","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201404","2014M04","007","Cork airport","Degrees C","15.6"
"MTM02C4","Highest Temperature","201404","2014M04","008","Dublin airport","Degrees C","16.4"
"MTM02C4","Highest Temperature","201404","2014M04","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201404","2014M04","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201404","2014M04","011","Malin head","Degrees C","17"
"MTM02C4","Highest Temperature","201404","2014M04","012","Mullingar","Degrees C","18.7"
"MTM02C4","Highest Temperature","201404","2014M04","013","Roches Point","Degrees C","15.6"
"MTM02C4","Highest Temperature","201404","2014M04","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201404","2014M04","015","Shannon airport","Degrees C","19.1"
"MTM02C4","Highest Temperature","201405","2014M05","001","Belmullet","Degrees C","19.1"
"MTM02C4","Highest Temperature","201405","2014M05","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201405","2014M05","003","Valentia Observatory","Degrees C","17.6"
"MTM02C4","Highest Temperature","201405","2014M05","004","Casement","Degrees C","20.2"
"MTM02C4","Highest Temperature","201405","2014M05","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201405","2014M05","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201405","2014M05","007","Cork airport","Degrees C","18.7"
"MTM02C4","Highest Temperature","201405","2014M05","008","Dublin airport","Degrees C","20.3"
"MTM02C4","Highest Temperature","201405","2014M05","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201405","2014M05","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201405","2014M05","011","Malin head","Degrees C","16.4"
"MTM02C4","Highest Temperature","201405","2014M05","012","Mullingar","Degrees C","19.7"
"MTM02C4","Highest Temperature","201405","2014M05","013","Roches Point","Degrees C","17.7"
"MTM02C4","Highest Temperature","201405","2014M05","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201405","2014M05","015","Shannon airport","Degrees C","22.3"
"MTM02C4","Highest Temperature","201406","2014M06","001","Belmullet","Degrees C","21.8"
"MTM02C4","Highest Temperature","201406","2014M06","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201406","2014M06","003","Valentia Observatory","Degrees C","23.2"
"MTM02C4","Highest Temperature","201406","2014M06","004","Casement","Degrees C","24.7"
"MTM02C4","Highest Temperature","201406","2014M06","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201406","2014M06","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201406","2014M06","007","Cork airport","Degrees C","24.4"
"MTM02C4","Highest Temperature","201406","2014M06","008","Dublin airport","Degrees C","23.5"
"MTM02C4","Highest Temperature","201406","2014M06","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201406","2014M06","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201406","2014M06","011","Malin head","Degrees C","18.7"
"MTM02C4","Highest Temperature","201406","2014M06","012","Mullingar","Degrees C","24.9"
"MTM02C4","Highest Temperature","201406","2014M06","013","Roches Point","Degrees C","22.1"
"MTM02C4","Highest Temperature","201406","2014M06","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201406","2014M06","015","Shannon airport","Degrees C","25.9"
"MTM02C4","Highest Temperature","201407","2014M07","001","Belmullet","Degrees C","22.9"
"MTM02C4","Highest Temperature","201407","2014M07","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201407","2014M07","003","Valentia Observatory","Degrees C","22.4"
"MTM02C4","Highest Temperature","201407","2014M07","004","Casement","Degrees C","24.9"
"MTM02C4","Highest Temperature","201407","2014M07","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201407","2014M07","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201407","2014M07","007","Cork airport","Degrees C","24.2"
"MTM02C4","Highest Temperature","201407","2014M07","008","Dublin airport","Degrees C","24.1"
"MTM02C4","Highest Temperature","201407","2014M07","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201407","2014M07","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201407","2014M07","011","Malin head","Degrees C","25.6"
"MTM02C4","Highest Temperature","201407","2014M07","012","Mullingar","Degrees C","26.6"
"MTM02C4","Highest Temperature","201407","2014M07","013","Roches Point","Degrees C","24.8"
"MTM02C4","Highest Temperature","201407","2014M07","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201407","2014M07","015","Shannon airport","Degrees C","27.4"
"MTM02C4","Highest Temperature","201408","2014M08","001","Belmullet","Degrees C","19.8"
"MTM02C4","Highest Temperature","201408","2014M08","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201408","2014M08","003","Valentia Observatory","Degrees C","20.5"
"MTM02C4","Highest Temperature","201408","2014M08","004","Casement","Degrees C","21.7"
"MTM02C4","Highest Temperature","201408","2014M08","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201408","2014M08","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201408","2014M08","007","Cork airport","Degrees C","20.6"
"MTM02C4","Highest Temperature","201408","2014M08","008","Dublin airport","Degrees C","21.6"
"MTM02C4","Highest Temperature","201408","2014M08","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201408","2014M08","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201408","2014M08","011","Malin head","Degrees C","19.5"
"MTM02C4","Highest Temperature","201408","2014M08","012","Mullingar","Degrees C","22.5"
"MTM02C4","Highest Temperature","201408","2014M08","013","Roches Point","Degrees C","21.7"
"MTM02C4","Highest Temperature","201408","2014M08","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201408","2014M08","015","Shannon airport","Degrees C","21.9"
"MTM02C4","Highest Temperature","201409","2014M09","001","Belmullet","Degrees C","22"
"MTM02C4","Highest Temperature","201409","2014M09","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201409","2014M09","003","Valentia Observatory","Degrees C","22.4"
"MTM02C4","Highest Temperature","201409","2014M09","004","Casement","Degrees C","21.8"
"MTM02C4","Highest Temperature","201409","2014M09","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201409","2014M09","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201409","2014M09","007","Cork airport","Degrees C","20.6"
"MTM02C4","Highest Temperature","201409","2014M09","008","Dublin airport","Degrees C","22"
"MTM02C4","Highest Temperature","201409","2014M09","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201409","2014M09","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201409","2014M09","011","Malin head","Degrees C","20.4"
"MTM02C4","Highest Temperature","201409","2014M09","012","Mullingar","Degrees C","23.3"
"MTM02C4","Highest Temperature","201409","2014M09","013","Roches Point","Degrees C","20.3"
"MTM02C4","Highest Temperature","201409","2014M09","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201409","2014M09","015","Shannon airport","Degrees C","23.9"
"MTM02C4","Highest Temperature","201410","2014M10","001","Belmullet","Degrees C","17.3"
"MTM02C4","Highest Temperature","201410","2014M10","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201410","2014M10","003","Valentia Observatory","Degrees C","17.4"
"MTM02C4","Highest Temperature","201410","2014M10","004","Casement","Degrees C","18.2"
"MTM02C4","Highest Temperature","201410","2014M10","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201410","2014M10","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201410","2014M10","007","Cork airport","Degrees C","16.5"
"MTM02C4","Highest Temperature","201410","2014M10","008","Dublin airport","Degrees C","18.9"
"MTM02C4","Highest Temperature","201410","2014M10","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201410","2014M10","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201410","2014M10","011","Malin head","Degrees C","18"
"MTM02C4","Highest Temperature","201410","2014M10","012","Mullingar","Degrees C","17.4"
"MTM02C4","Highest Temperature","201410","2014M10","013","Roches Point","Degrees C","17"
"MTM02C4","Highest Temperature","201410","2014M10","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201410","2014M10","015","Shannon airport","Degrees C","18"
"MTM02C4","Highest Temperature","201411","2014M11","001","Belmullet","Degrees C","13.5"
"MTM02C4","Highest Temperature","201411","2014M11","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201411","2014M11","003","Valentia Observatory","Degrees C","14.8"
"MTM02C4","Highest Temperature","201411","2014M11","004","Casement","Degrees C","14.4"
"MTM02C4","Highest Temperature","201411","2014M11","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201411","2014M11","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201411","2014M11","007","Cork airport","Degrees C","14.8"
"MTM02C4","Highest Temperature","201411","2014M11","008","Dublin airport","Degrees C","15"
"MTM02C4","Highest Temperature","201411","2014M11","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201411","2014M11","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201411","2014M11","011","Malin head","Degrees C","14"
"MTM02C4","Highest Temperature","201411","2014M11","012","Mullingar","Degrees C","13.2"
"MTM02C4","Highest Temperature","201411","2014M11","013","Roches Point","Degrees C","14.2"
"MTM02C4","Highest Temperature","201411","2014M11","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201411","2014M11","015","Shannon airport","Degrees C","14"
"MTM02C4","Highest Temperature","201412","2014M12","001","Belmullet","Degrees C","12.3"
"MTM02C4","Highest Temperature","201412","2014M12","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201412","2014M12","003","Valentia Observatory","Degrees C","13"
"MTM02C4","Highest Temperature","201412","2014M12","004","Casement","Degrees C","12.8"
"MTM02C4","Highest Temperature","201412","2014M12","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201412","2014M12","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201412","2014M12","007","Cork airport","Degrees C","12.4"
